候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
16266,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16267,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16268,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16269,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16270,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16271,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16272,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16273,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16274,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16275,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16276,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16277,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",8,72.0,0.189,2.7847803061169083,1644.7413550110386
16278,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16279,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16280,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07')",5,48.0,0.105,2.2854023981920952,1446.7413550110386
16281,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-HYG-02')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16282,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-HYG-01')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16283,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",7,60.0,0.17500000000000002,2.4839278551758257,1578.7413550110386
16284,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-03')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16285,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16286,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16287,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16288,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16289,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16290,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16291,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16292,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16293,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16294,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16295,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16296,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16297,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16298,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16299,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16300,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16301,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16302,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16303,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16304,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16305,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16306,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16307,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16308,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",8,72.0,0.189,2.7847803061169083,1644.7413550110386
16309,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16310,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16311,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16312,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16313,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16314,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16315,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16316,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16317,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16318,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16319,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16320,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16321,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16322,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16323,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16324,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16325,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16326,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16327,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06')",5,48.0,0.105,2.2854023981920952,1446.7413550110386
16328,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-HYG-02')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16329,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-HYG-01')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16330,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-HYG-01', 'S001-HYG-02')",7,60.0,0.17500000000000002,2.4839278551758257,1578.7413550110386
16331,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-03')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16332,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16333,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16334,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16335,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16336,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16337,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16338,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16339,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16340,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16341,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16342,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16343,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16344,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16345,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16346,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16347,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16348,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16349,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16350,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16351,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16352,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16353,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16354,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16355,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",8,72.0,0.189,2.7847803061169083,1644.7413550110386
16356,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16357,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16358,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16359,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16360,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16361,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16362,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16363,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16364,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16365,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16366,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16367,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16368,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16369,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16370,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16371,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16372,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16373,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16374,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16375,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16376,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16377,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16378,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16379,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16380,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16381,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16382,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16383,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
